,NAME,index_right,RTE,DIR,KEYITEM,RTE_DESC,DIR_DESC,ROUTE,TYPE
7,SYLVAN-HIGHLANDS/SOUTHWEST HILLS RESIDENTIAL LEAGUE,158,090,0,0900,MAX Red Line,To Portland International Airport,MAX,MAX
37,WEST SLOPE,158,090,0,0900,MAX Red Line,To Portland International Airport,MAX,MAX
50,CENTRAL BEAVERTON,158,090,0,0900,MAX Red Line,To Portland International Airport,MAX,MAX
98,MAYWOOD PARK,158,090,0,0900,MAX Red Line,To Portland International Airport,MAX,MAX
101,SUMNER ASSOCIATION OF NEIGHBORS,158,090,0,0900,MAX Red Line,To Portland International Airport,MAX,MAX
120,MADISON SOUTH,158,090,0,0900,MAX Red Line,To Portland International Airport,MAX,MAX
176,PORTLAND PDX AIRPORT AREA,158,090,0,0900,MAX Red Line,To Portland International Airport,MAX,MAX
182,PARKROSE,158,090,0,0900,MAX Red Line,To Portland International Airport,MAX,MAX
195,ARLINGTON HEIGHTS,158,090,0,0900,MAX Red Line,To Portland International Airport,MAX,MAX
196,ARLINGTON HEIGHTS/SYLVAN-HIGHLANDS,158,090,0,0900,MAX Red Line,To Portland International Airport,MAX,MAX
209,ROSE CITY PARK,158,090,0,0900,MAX Red Line,To Portland International Airport,MAX,MAX
220,HOLLYWOOD,158,090,0,0900,MAX Red Line,To Portland International Airport,MAX,MAX
222,LLOYD DISTRICT COMMUNITY ASSOCIATION,158,090,0,0900,MAX Red Line,To Portland International Airport,MAX,MAX
223,SULLIVAN'S GULCH,158,090,0,0900,MAX Red Line,To Portland International Airport,MAX,MAX
225,MONTAVILLA,158,090,0,0900,MAX Red Line,To Portland International Airport,MAX,MAX
226,LAURELHURST,158,090,0,0900,MAX Red Line,To Portland International Airport,MAX,MAX
230,KERNS,158,090,0,0900,MAX Red Line,To Portland International Airport,MAX,MAX
235,PORTLAND DOWNTOWN,158,090,0,0900,MAX Red Line,To Portland International Airport,MAX,MAX
237,GOOSE HOLLOW/SOUTHWEST HILLS,158,090,0,0900,MAX Red Line,To Portland International Airport,MAX,MAX
275,HAZELWOOD,158,090,0,0900,MAX Red Line,To Portland International Airport,MAX,MAX
276,OLD TOWN/ CHINATOWN,158,090,0,0900,MAX Red Line,To Portland International Airport,MAX,MAX
296,SYLVAN-HIGHLANDS,158,090,0,0900,MAX Red Line,To Portland International Airport,MAX,MAX
297,GOOSE HOLLOW,158,090,0,0900,MAX Red Line,To Portland International Airport,MAX,MAX
408,CPO 1 CEDAR HILLS-CEDAR MILL S,158,090,0,0900,MAX Red Line,To Portland International Airport,MAX,MAX
3,VOSE,193,203,1,2031,WES Commuter Rail,To Beaverton,WES,CR
9,MIDWEST,193,203,1,2031,WES Commuter Rail,To Beaverton,WES,CR
25,IBACH,193,203,1,2031,WES Commuter Rail,To Beaverton,WES,CR
50,CENTRAL BEAVERTON,193,203,1,2031,WES Commuter Rail,To Beaverton,WES,CR
54,GREENWAY,193,203,1,2031,WES Commuter Rail,To Beaverton,WES,CR
55,CPO 4B BULL MTN,193,203,1,2031,WES Commuter Rail,To Beaverton,WES,CR
190,RIVERPARK,193,203,1,2031,WES Commuter Rail,To Beaverton,WES,CR
232,CPO 5 SHERWOOD-TUALATIN S1,193,203,1,2031,WES Commuter Rail,To Beaverton,WES,CR
246,CPO 4M METZGER,193,203,1,2031,WES Commuter Rail,To Beaverton,WES,CR
376,FAR WEST ASSOCIATION OF NEIGHBORS,193,203,1,2031,WES Commuter Rail,To Beaverton,WES,CR
385,WILSONVILLE,193,203,1,2031,WES Commuter Rail,To Beaverton,WES,CR
3,VOSE,192,203,0,2030,WES Commuter Rail,To Wilsonville,WES,CR
9,MIDWEST,192,203,0,2030,WES Commuter Rail,To Wilsonville,WES,CR
25,IBACH,192,203,0,2030,WES Commuter Rail,To Wilsonville,WES,CR
50,CENTRAL BEAVERTON,192,203,0,2030,WES Commuter Rail,To Wilsonville,WES,CR
54,GREENWAY,192,203,0,2030,WES Commuter Rail,To Wilsonville,WES,CR
55,CPO 4B BULL MTN,192,203,0,2030,WES Commuter Rail,To Wilsonville,WES,CR
190,RIVERPARK,192,203,0,2030,WES Commuter Rail,To Wilsonville,WES,CR
232,CPO 5 SHERWOOD-TUALATIN S1,192,203,0,2030,WES Commuter Rail,To Wilsonville,WES,CR
246,CPO 4M METZGER,192,203,0,2030,WES Commuter Rail,To Wilsonville,WES,CR
376,FAR WEST ASSOCIATION OF NEIGHBORS,192,203,0,2030,WES Commuter Rail,To Wilsonville,WES,CR
385,WILSONVILLE,192,203,0,2030,WES Commuter Rail,To Wilsonville,WES,CR
3,VOSE,137,076,0,0760,Beaverton/Tualatin,To Tualatin,76,BUS
38,MARTINAZZI WOODS,137,076,0,0760,Beaverton/Tualatin,To Tualatin,76,BUS
48,HIGHLAND,137,076,0,0760,Beaverton/Tualatin,To Tualatin,76,BUS
50,CENTRAL BEAVERTON,137,076,0,0760,Beaverton/Tualatin,To Tualatin,76,BUS
54,GREENWAY,137,076,0,0760,Beaverton/Tualatin,To Tualatin,76,BUS
55,CPO 4B BULL MTN,137,076,0,0760,Beaverton/Tualatin,To Tualatin,76,BUS
215,EAST TUALATIN,137,076,0,0760,Beaverton/Tualatin,To Tualatin,76,BUS
232,CPO 5 SHERWOOD-TUALATIN S1,137,076,0,0760,Beaverton/Tualatin,To Tualatin,76,BUS
246,CPO 4M METZGER,137,076,0,0760,Beaverton/Tualatin,To Tualatin,76,BUS
410,DENNEY WHITFORD/RALEIGH WEST,137,076,0,0760,Beaverton/Tualatin,To Tualatin,76,BUS
3,VOSE,138,076,1,0761,Beaverton/Tualatin,To Beaverton Transit Center,76,BUS
48,HIGHLAND,138,076,1,0761,Beaverton/Tualatin,To Beaverton Transit Center,76,BUS
50,CENTRAL BEAVERTON,138,076,1,0761,Beaverton/Tualatin,To Beaverton Transit Center,76,BUS
54,GREENWAY,138,076,1,0761,Beaverton/Tualatin,To Beaverton Transit Center,76,BUS
55,CPO 4B BULL MTN,138,076,1,0761,Beaverton/Tualatin,To Beaverton Transit Center,76,BUS
215,EAST TUALATIN,138,076,1,0761,Beaverton/Tualatin,To Beaverton Transit Center,76,BUS
232,CPO 5 SHERWOOD-TUALATIN S1,138,076,1,0761,Beaverton/Tualatin,To Beaverton Transit Center,76,BUS
246,CPO 4M METZGER,138,076,1,0761,Beaverton/Tualatin,To Beaverton Transit Center,76,BUS
410,DENNEY WHITFORD/RALEIGH WEST,138,076,1,0761,Beaverton/Tualatin,To Beaverton Transit Center,76,BUS
3,VOSE,141,078,0,0780,Beaverton/Lake Oswego,To Lake Oswego Transit Center,78,BUS
23,NORTH SHORE COUNTRY CLUB,141,078,0,0780,Beaverton/Lake Oswego,To Lake Oswego Transit Center,78,BUS
24,FAR SOUTHWEST,141,078,0,0780,Beaverton/Lake Oswego,To Lake Oswego Transit Center,78,BUS
48,HIGHLAND,141,078,0,0780,Beaverton/Lake Oswego,To Lake Oswego Transit Center,78,BUS
50,CENTRAL BEAVERTON,141,078,0,0780,Beaverton/Lake Oswego,To Lake Oswego Transit Center,78,BUS
54,GREENWAY,141,078,0,0780,Beaverton/Lake Oswego,To Lake Oswego Transit Center,78,BUS
55,CPO 4B BULL MTN,141,078,0,0780,Beaverton/Lake Oswego,To Lake Oswego Transit Center,78,BUS
96,UPLANDS,141,078,0,0780,Beaverton/Lake Oswego,To Lake Oswego Transit Center,78,BUS
99,EVERGREEN,141,078,0,0780,Beaverton/Lake Oswego,To Lake Oswego Transit Center,78,BUS
127,FIRST ADDITION-FOREST HILLS,141,078,0,0780,Beaverton/Lake Oswego,To Lake Oswego Transit Center,78,BUS
246,CPO 4M METZGER,141,078,0,0780,Beaverton/Lake Oswego,To Lake Oswego Transit Center,78,BUS
407,FOREST HIGHLANDS,141,078,0,0780,Beaverton/Lake Oswego,To Lake Oswego Transit Center,78,BUS
410,DENNEY WHITFORD/RALEIGH WEST,141,078,0,0780,Beaverton/Lake Oswego,To Lake Oswego Transit Center,78,BUS
417,MOUNTAIN PARK,141,078,0,0780,Beaverton/Lake Oswego,To Lake Oswego Transit Center,78,BUS
3,VOSE,142,078,1,0781,Beaverton/Lake Oswego,To Beaverton Transit Center,78,BUS
23,NORTH SHORE COUNTRY CLUB,142,078,1,0781,Beaverton/Lake Oswego,To Beaverton Transit Center,78,BUS
24,FAR SOUTHWEST,142,078,1,0781,Beaverton/Lake Oswego,To Beaverton Transit Center,78,BUS
48,HIGHLAND,142,078,1,0781,Beaverton/Lake Oswego,To Beaverton Transit Center,78,BUS
50,CENTRAL BEAVERTON,142,078,1,0781,Beaverton/Lake Oswego,To Beaverton Transit Center,78,BUS
54,GREENWAY,142,078,1,0781,Beaverton/Lake Oswego,To Beaverton Transit Center,78,BUS
55,CPO 4B BULL MTN,142,078,1,0781,Beaverton/Lake Oswego,To Beaverton Transit Center,78,BUS
96,UPLANDS,142,078,1,0781,Beaverton/Lake Oswego,To Beaverton Transit Center,78,BUS
99,EVERGREEN,142,078,1,0781,Beaverton/Lake Oswego,To Beaverton Transit Center,78,BUS
127,FIRST ADDITION-FOREST HILLS,142,078,1,0781,Beaverton/Lake Oswego,To Beaverton Transit Center,78,BUS
213,WEST PORTLAND PARK,142,078,1,0781,Beaverton/Lake Oswego,To Beaverton Transit Center,78,BUS
246,CPO 4M METZGER,142,078,1,0781,Beaverton/Lake Oswego,To Beaverton Transit Center,78,BUS
407,FOREST HIGHLANDS,142,078,1,0781,Beaverton/Lake Oswego,To Beaverton Transit Center,78,BUS
410,DENNEY WHITFORD/RALEIGH WEST,142,078,1,0781,Beaverton/Lake Oswego,To Beaverton Transit Center,78,BUS
417,MOUNTAIN PARK,142,078,1,0781,Beaverton/Lake Oswego,To Beaverton Transit Center,78,BUS
3,VOSE,68,042,0,0420,Denney/Hall,To Tigard TC,42,BUS
50,CENTRAL BEAVERTON,68,042,0,0420,Denney/Hall,To Tigard TC,42,BUS
54,GREENWAY,68,042,0,0420,Denney/Hall,To Tigard TC,42,BUS
55,CPO 4B BULL MTN,68,042,0,0420,Denney/Hall,To Tigard TC,42,BUS
246,CPO 4M METZGER,68,042,0,0420,Denney/Hall,To Tigard TC,42,BUS
410,DENNEY WHITFORD/RALEIGH WEST,68,042,0,0420,Denney/Hall,To Tigard TC,42,BUS
3,VOSE,69,042,1,0421,Denney/Hall,To Beaverton TC,42,BUS
50,CENTRAL BEAVERTON,69,042,1,0421,Denney/Hall,To Beaverton TC,42,BUS
54,GREENWAY,69,042,1,0421,Denney/Hall,To Beaverton TC,42,BUS
55,CPO 4B BULL MTN,69,042,1,0421,Denney/Hall,To Beaverton TC,42,BUS
246,CPO 4M METZGER,69,042,1,0421,Denney/Hall,To Beaverton TC,42,BUS
410,DENNEY WHITFORD/RALEIGH WEST,69,042,1,0421,Denney/Hall,To Beaverton TC,42,BUS
3,VOSE,89,053,1,0531,Arctic/Allen,Morning Loop,53,BUS
50,CENTRAL BEAVERTON,89,053,1,0531,Arctic/Allen,Morning Loop,53,BUS
410,DENNEY WHITFORD/RALEIGH WEST,89,053,1,0531,Arctic/Allen,Morning Loop,53,BUS
3,VOSE,88,053,0,0530,Arctic/Allen,Evening Loop,53,BUS
50,CENTRAL BEAVERTON,88,053,0,0530,Arctic/Allen,Evening Loop,53,BUS
410,DENNEY WHITFORD/RALEIGH WEST,88,053,0,0530,Arctic/Allen,Evening Loop,53,BUS
4,WILKES COMMUNITY GROUP,132,074,0,0740,162nd Ave,To 158th & Airport Way,74,BUS
59,ROCKWOOD,132,074,0,0740,162nd Ave,To 158th & Airport Way,74,BUS
257,CENTENNIAL COMMUNITY ASSN./PLEASANT VALLEY,132,074,0,0740,162nd Ave,To 158th & Airport Way,74,BUS
273,CENTENNIAL COMMUNITY ASSOCIATION,132,074,0,0740,162nd Ave,To 158th & Airport Way,74,BUS
337,GRESHAM - WILKES EAST,132,074,0,0740,162nd Ave,To 158th & Airport Way,74,BUS
420,GRESHAM - CENTENNIAL,132,074,0,0740,162nd Ave,To 158th & Airport Way,74,BUS
4,WILKES COMMUNITY GROUP,133,074,1,0741,162nd Ave,To Powell & 182nd,74,BUS
59,ROCKWOOD,133,074,1,0741,162nd Ave,To Powell & 182nd,74,BUS
257,CENTENNIAL COMMUNITY ASSN./PLEASANT VALLEY,133,074,1,0741,162nd Ave,To Powell & 182nd,74,BUS
273,CENTENNIAL COMMUNITY ASSOCIATION,133,074,1,0741,162nd Ave,To Powell & 182nd,74,BUS
337,GRESHAM - WILKES EAST,133,074,1,0741,162nd Ave,To Powell & 182nd,74,BUS
420,GRESHAM - CENTENNIAL,133,074,1,0741,162nd Ave,To Powell & 182nd,74,BUS
4,WILKES COMMUNITY GROUP,43,025,0,0250,Glisan/Rockwood,To Gateway Transit Center,25,BUS
59,ROCKWOOD,43,025,0,0250,Glisan/Rockwood,To Gateway Transit Center,25,BUS
65,NORTH GRESHAM,43,025,0,0250,Glisan/Rockwood,To Gateway Transit Center,25,BUS
234,GLENFAIR,43,025,0,0250,Glisan/Rockwood,To Gateway Transit Center,25,BUS
275,HAZELWOOD,43,025,0,0250,Glisan/Rockwood,To Gateway Transit Center,25,BUS
337,GRESHAM - WILKES EAST,43,025,0,0250,Glisan/Rockwood,To Gateway Transit Center,25,BUS
4,WILKES COMMUNITY GROUP,44,025,1,0251,Glisan/Rockwood,To Rockwood,25,BUS
59,ROCKWOOD,44,025,1,0251,Glisan/Rockwood,To Rockwood,25,BUS
65,NORTH GRESHAM,44,025,1,0251,Glisan/Rockwood,To Rockwood,25,BUS
234,GLENFAIR,44,025,1,0251,Glisan/Rockwood,To Rockwood,25,BUS
275,HAZELWOOD,44,025,1,0251,Glisan/Rockwood,To Rockwood,25,BUS
337,GRESHAM - WILKES EAST,44,025,1,0251,Glisan/Rockwood,To Rockwood,25,BUS
4,WILKES COMMUNITY GROUP,155,087,1,0871,Airport Way/181st,To Gateway Transit Center,87,BUS
59,ROCKWOOD,155,087,1,0871,Airport Way/181st,To Gateway Transit Center,87,BUS
65,NORTH GRESHAM,155,087,1,0871,Airport Way/181st,To Gateway Transit Center,87,BUS
98,MAYWOOD PARK,155,087,1,0871,Airport Way/181st,To Gateway Transit Center,87,BUS
120,MADISON SOUTH,155,087,1,0871,Airport Way/181st,To Gateway Transit Center,87,BUS
182,PARKROSE,155,087,1,0871,Airport Way/181st,To Gateway Transit Center,87,BUS
210,PARKROSE HEIGHTS,155,087,1,0871,Airport Way/181st,To Gateway Transit Center,87,BUS
221,WOODLAND PARK,155,087,1,0871,Airport Way/181st,To Gateway Transit Center,87,BUS
247,ARGAY TERRACE,155,087,1,0871,Airport Way/181st,To Gateway Transit Center,87,BUS
275,HAZELWOOD,155,087,1,0871,Airport Way/181st,To Gateway Transit Center,87,BUS
337,GRESHAM - WILKES EAST,155,087,1,0871,Airport Way/181st,To Gateway Transit Center,87,BUS
420,GRESHAM - CENTENNIAL,155,087,1,0871,Airport Way/181st,To Gateway Transit Center,87,BUS
4,WILKES COMMUNITY GROUP,154,087,0,0870,Airport Way/181st,To Powell & 182nd,87,BUS
59,ROCKWOOD,154,087,0,0870,Airport Way/181st,To Powell & 182nd,87,BUS
65,NORTH GRESHAM,154,087,0,0870,Airport Way/181st,To Powell & 182nd,87,BUS
98,MAYWOOD PARK,154,087,0,0870,Airport Way/181st,To Powell & 182nd,87,BUS
120,MADISON SOUTH,154,087,0,0870,Airport Way/181st,To Powell & 182nd,87,BUS
182,PARKROSE,154,087,0,0870,Airport Way/181st,To Powell & 182nd,87,BUS
210,PARKROSE HEIGHTS,154,087,0,0870,Airport Way/181st,To Powell & 182nd,87,BUS
221,WOODLAND PARK,154,087,0,0870,Airport Way/181st,To Powell & 182nd,87,BUS
247,ARGAY TERRACE,154,087,0,0870,Airport Way/181st,To Powell & 182nd,87,BUS
275,HAZELWOOD,154,087,0,0870,Airport Way/181st,To Powell & 182nd,87,BUS
337,GRESHAM - WILKES EAST,154,087,0,0870,Airport Way/181st,To Powell & 182nd,87,BUS
420,GRESHAM - CENTENNIAL,154,087,0,0870,Airport Way/181st,To Powell & 182nd,87,BUS
4,WILKES COMMUNITY GROUP,36,021,1,0211,Sandy Blvd/223rd,To Gresham Transit Center,21,BUS
57,NORTH CENTRAL,36,021,1,0211,Sandy Blvd/223rd,To Gresham Transit Center,21,BUS
65,NORTH GRESHAM,36,021,1,0211,Sandy Blvd/223rd,To Gresham Transit Center,21,BUS
179,WOOD VILLAGE,36,021,1,0211,Sandy Blvd/223rd,To Gresham Transit Center,21,BUS
180,FAIRVIEW,36,021,1,0211,Sandy Blvd/223rd,To Gresham Transit Center,21,BUS
182,PARKROSE,36,021,1,0211,Sandy Blvd/223rd,To Gresham Transit Center,21,BUS
247,ARGAY TERRACE,36,021,1,0211,Sandy Blvd/223rd,To Gresham Transit Center,21,BUS
249,ARGAY/WILKES COMMUNITY GROUP,36,021,1,0211,Sandy Blvd/223rd,To Gresham Transit Center,21,BUS
337,GRESHAM - WILKES EAST,36,021,1,0211,Sandy Blvd/223rd,To Gresham Transit Center,21,BUS
421,GRESHAM - NORTHWEST,36,021,1,0211,Sandy Blvd/223rd,To Gresham Transit Center,21,BUS
423,CENTRAL CITY,36,021,1,0211,Sandy Blvd/223rd,To Gresham Transit Center,21,BUS
4,WILKES COMMUNITY GROUP,35,021,0,0210,Sandy Blvd/223rd,To Parkrose/Sumner Transit Center,21,BUS
57,NORTH CENTRAL,35,021,0,0210,Sandy Blvd/223rd,To Parkrose/Sumner Transit Center,21,BUS
65,NORTH GRESHAM,35,021,0,0210,Sandy Blvd/223rd,To Parkrose/Sumner Transit Center,21,BUS
179,WOOD VILLAGE,35,021,0,0210,Sandy Blvd/223rd,To Parkrose/Sumner Transit Center,21,BUS
180,FAIRVIEW,35,021,0,0210,Sandy Blvd/223rd,To Parkrose/Sumner Transit Center,21,BUS
182,PARKROSE,35,021,0,0210,Sandy Blvd/223rd,To Parkrose/Sumner Transit Center,21,BUS
247,ARGAY TERRACE,35,021,0,0210,Sandy Blvd/223rd,To Parkrose/Sumner Transit Center,21,BUS
249,ARGAY/WILKES COMMUNITY GROUP,35,021,0,0210,Sandy Blvd/223rd,To Parkrose/Sumner Transit Center,21,BUS
337,GRESHAM - WILKES EAST,35,021,0,0210,Sandy Blvd/223rd,To Parkrose/Sumner Transit Center,21,BUS
423,CENTRAL CITY,35,021,0,0210,Sandy Blvd/223rd,To Parkrose/Sumner Transit Center,21,BUS
4,WILKES COMMUNITY GROUP,139,077,0,0770,Broadway/Halsey,To Troutdale,77,BUS
65,NORTH GRESHAM,139,077,0,0770,Broadway/Halsey,To Troutdale,77,BUS
68,SULLIVAN'S GULCH / GRANT PARK,139,077,0,0770,Broadway/Halsey,To Troutdale,77,BUS
120,MADISON SOUTH,139,077,0,0770,Broadway/Halsey,To Troutdale,77,BUS
179,WOOD VILLAGE,139,077,0,0770,Broadway/Halsey,To Troutdale,77,BUS
180,FAIRVIEW,139,077,0,0770,Broadway/Halsey,To Troutdale,77,BUS
206,IRVINGTON COMMUNITY ASSOCIATION,139,077,0,0770,Broadway/Halsey,To Troutdale,77,BUS
209,ROSE CITY PARK,139,077,0,0770,Broadway/Halsey,To Troutdale,77,BUS
210,PARKROSE HEIGHTS,139,077,0,0770,Broadway/Halsey,To Troutdale,77,BUS
218,PEARL DISTRICT,139,077,0,0770,Broadway/Halsey,To Troutdale,77,BUS
220,HOLLYWOOD,139,077,0,0770,Broadway/Halsey,To Troutdale,77,BUS
221,WOODLAND PARK,139,077,0,0770,Broadway/Halsey,To Troutdale,77,BUS
222,LLOYD DISTRICT COMMUNITY ASSOCIATION,139,077,0,0770,Broadway/Halsey,To Troutdale,77,BUS
223,SULLIVAN'S GULCH,139,077,0,0770,Broadway/Halsey,To Troutdale,77,BUS
225,MONTAVILLA,139,077,0,0770,Broadway/Halsey,To Troutdale,77,BUS
229,GRANT PARK,139,077,0,0770,Broadway/Halsey,To Troutdale,77,BUS
230,KERNS,139,077,0,0770,Broadway/Halsey,To Troutdale,77,BUS
231,NORTH TABOR,139,077,0,0770,Broadway/Halsey,To Troutdale,77,BUS
275,HAZELWOOD,139,077,0,0770,Broadway/Halsey,To Troutdale,77,BUS
276,OLD TOWN/ CHINATOWN,139,077,0,0770,Broadway/Halsey,To Troutdale,77,BUS
288,NORTHWEST DISTRICT,139,077,0,0770,Broadway/Halsey,To Troutdale,77,BUS
337,GRESHAM - WILKES EAST,139,077,0,0770,Broadway/Halsey,To Troutdale,77,BUS
397,NORTH TROUTDALE,139,077,0,0770,Broadway/Halsey,To Troutdale,77,BUS
426,TOWN CENTER,139,077,0,0770,Broadway/Halsey,To Troutdale,77,BUS
4,WILKES COMMUNITY GROUP,140,077,1,0771,Broadway/Halsey,To Montgomery Park,77,BUS
65,NORTH GRESHAM,140,077,1,0771,Broadway/Halsey,To Montgomery Park,77,BUS
68,SULLIVAN'S GULCH / GRANT PARK,140,077,1,0771,Broadway/Halsey,To Montgomery Park,77,BUS
120,MADISON SOUTH,140,077,1,0771,Broadway/Halsey,To Montgomery Park,77,BUS
179,WOOD VILLAGE,140,077,1,0771,Broadway/Halsey,To Montgomery Park,77,BUS
180,FAIRVIEW,140,077,1,0771,Broadway/Halsey,To Montgomery Park,77,BUS
202,NORTHWEST INDUSTRIAL,140,077,1,0771,Broadway/Halsey,To Montgomery Park,77,BUS
206,IRVINGTON COMMUNITY ASSOCIATION,140,077,1,0771,Broadway/Halsey,To Montgomery Park,77,BUS
209,ROSE CITY PARK,140,077,1,0771,Broadway/Halsey,To Montgomery Park,77,BUS
210,PARKROSE HEIGHTS,140,077,1,0771,Broadway/Halsey,To Montgomery Park,77,BUS
218,PEARL DISTRICT,140,077,1,0771,Broadway/Halsey,To Montgomery Park,77,BUS
220,HOLLYWOOD,140,077,1,0771,Broadway/Halsey,To Montgomery Park,77,BUS
221,WOODLAND PARK,140,077,1,0771,Broadway/Halsey,To Montgomery Park,77,BUS
222,LLOYD DISTRICT COMMUNITY ASSOCIATION,140,077,1,0771,Broadway/Halsey,To Montgomery Park,77,BUS
223,SULLIVAN'S GULCH,140,077,1,0771,Broadway/Halsey,To Montgomery Park,77,BUS
225,MONTAVILLA,140,077,1,0771,Broadway/Halsey,To Montgomery Park,77,BUS
229,GRANT PARK,140,077,1,0771,Broadway/Halsey,To Montgomery Park,77,BUS
231,NORTH TABOR,140,077,1,0771,Broadway/Halsey,To Montgomery Park,77,BUS
275,HAZELWOOD,140,077,1,0771,Broadway/Halsey,To Montgomery Park,77,BUS
276,OLD TOWN/ CHINATOWN,140,077,1,0771,Broadway/Halsey,To Montgomery Park,77,BUS
288,NORTHWEST DISTRICT,140,077,1,0771,Broadway/Halsey,To Montgomery Park,77,BUS
337,GRESHAM - WILKES EAST,140,077,1,0771,Broadway/Halsey,To Montgomery Park,77,BUS
397,NORTH TROUTDALE,140,077,1,0771,Broadway/Halsey,To Montgomery Park,77,BUS
426,TOWN CENTER,140,077,1,0771,Broadway/Halsey,To Montgomery Park,77,BUS
4,WILKES COMMUNITY GROUP,40,023,1,0231,San Rafael,To Gateway Transit Center,23,BUS
210,PARKROSE HEIGHTS,40,023,1,0231,San Rafael,To Gateway Transit Center,23,BUS
216,RUSSELL,40,023,1,0231,San Rafael,To Gateway Transit Center,23,BUS
221,WOODLAND PARK,40,023,1,0231,San Rafael,To Gateway Transit Center,23,BUS
247,ARGAY TERRACE,40,023,1,0231,San Rafael,To Gateway Transit Center,23,BUS
249,ARGAY/WILKES COMMUNITY GROUP,40,023,1,0231,San Rafael,To Gateway Transit Center,23,BUS
275,HAZELWOOD,40,023,1,0231,San Rafael,To Gateway Transit Center,23,BUS
4,WILKES COMMUNITY GROUP,39,023,0,0230,San Rafael,To Sandy & 148th,23,BUS
210,PARKROSE HEIGHTS,39,023,0,0230,San Rafael,To Sandy & 148th,23,BUS
216,RUSSELL,39,023,0,0230,San Rafael,To Sandy & 148th,23,BUS
247,ARGAY TERRACE,39,023,0,0230,San Rafael,To Sandy & 148th,23,BUS
249,ARGAY/WILKES COMMUNITY GROUP,39,023,0,0230,San Rafael,To Sandy & 148th,23,BUS
275,HAZELWOOD,39,023,0,0230,San Rafael,To Sandy & 148th,23,BUS
5,KELLY CREEK,151,084,0,0840,Powell Valley/Orient Dr,Evening Loop,84,BUS
14,POWELL VALLEY,151,084,0,0840,Powell Valley/Orient Dr,Evening Loop,84,BUS
16,GRESHAM - HOGAN CEDAR,151,084,0,0840,Powell Valley/Orient Dr,Evening Loop,84,BUS
177,HISTORIC SOUTHEAST,151,084,0,0840,Powell Valley/Orient Dr,Evening Loop,84,BUS
423,CENTRAL CITY,151,084,0,0840,Powell Valley/Orient Dr,Evening Loop,84,BUS
424,MULT CO W SANDY RIVER AREA,151,084,0,0840,Powell Valley/Orient Dr,Evening Loop,84,BUS
5,KELLY CREEK,150,082,1,0821,South Gresham,To Gresham Village,82,BUS
14,POWELL VALLEY,150,082,1,0821,South Gresham,To Gresham Village,82,BUS
16,GRESHAM - HOGAN CEDAR,150,082,1,0821,South Gresham,To Gresham Village,82,BUS
177,HISTORIC SOUTHEAST,150,082,1,0821,South Gresham,To Gresham Village,82,BUS
419,HOLLYBROOK,150,082,1,0821,South Gresham,To Gresham Village,82,BUS
420,GRESHAM - CENTENNIAL,150,082,1,0821,South Gresham,To Gresham Village,82,BUS
423,CENTRAL CITY,150,082,1,0821,South Gresham,To Gresham Village,82,BUS
429,GRESHAM BUTTE,150,082,1,0821,South Gresham,To Gresham Village,82,BUS
431,GRESHAM - SOUTHWEST,150,082,1,0821,South Gresham,To Gresham Village,82,BUS
5,KELLY CREEK,149,082,0,0820,South Gresham,To Powell & 182nd,82,BUS
14,POWELL VALLEY,149,082,0,0820,South Gresham,To Powell & 182nd,82,BUS
16,GRESHAM - HOGAN CEDAR,149,082,0,0820,South Gresham,To Powell & 182nd,82,BUS
177,HISTORIC SOUTHEAST,149,082,0,0820,South Gresham,To Powell & 182nd,82,BUS
419,HOLLYBROOK,149,082,0,0820,South Gresham,To Powell & 182nd,82,BUS
420,GRESHAM - CENTENNIAL,149,082,0,0820,South Gresham,To Powell & 182nd,82,BUS
421,GRESHAM - NORTHWEST,149,082,0,0820,South Gresham,To Powell & 182nd,82,BUS
423,CENTRAL CITY,149,082,0,0820,South Gresham,To Powell & 182nd,82,BUS
429,GRESHAM BUTTE,149,082,0,0820,South Gresham,To Powell & 182nd,82,BUS
431,GRESHAM - SOUTHWEST,149,082,0,0820,South Gresham,To Powell & 182nd,82,BUS
5,KELLY CREEK,146,080,1,0801,Kane/Troutdale Rd,To Gresham Transit Center,80,BUS
14,POWELL VALLEY,146,080,1,0801,Kane/Troutdale Rd,To Gresham Transit Center,80,BUS
16,GRESHAM - HOGAN CEDAR,146,080,1,0801,Kane/Troutdale Rd,To Gresham Transit Center,80,BUS
175,GRESHAM - NORTHEAST,146,080,1,0801,Kane/Troutdale Rd,To Gresham Transit Center,80,BUS
177,HISTORIC SOUTHEAST,146,080,1,0801,Kane/Troutdale Rd,To Gresham Transit Center,80,BUS
395,SUNRISE,146,080,1,0801,Kane/Troutdale Rd,To Gresham Transit Center,80,BUS
396,PALISADES,146,080,1,0801,Kane/Troutdale Rd,To Gresham Transit Center,80,BUS
398,BEAVER CREEK,146,080,1,0801,Kane/Troutdale Rd,To Gresham Transit Center,80,BUS
423,CENTRAL CITY,146,080,1,0801,Kane/Troutdale Rd,To Gresham Transit Center,80,BUS
426,TOWN CENTER,146,080,1,0801,Kane/Troutdale Rd,To Gresham Transit Center,80,BUS
427,COLUMBIA,146,080,1,0801,Kane/Troutdale Rd,To Gresham Transit Center,80,BUS
5,KELLY CREEK,145,080,0,0800,Kane/Troutdale Rd,To Troutdale,80,BUS
