,NAME,index_right,RTE,DIR,KEYITEM,RTE_DESC,DIR_DESC,ROUTE,TYPE
351,LAKE ROAD,175,152,1,1521,Milwaukie,To Milwaukie,152,BUS
353,LINWOOD,175,152,1,1521,Milwaukie,To Milwaukie,152,BUS
355,MILWAUKIE BUSINESS INDUSTRIAL,175,152,1,1521,Milwaukie,To Milwaukie,152,BUS
356,HISTORIC MILWAUKIE,175,152,1,1521,Milwaukie,To Milwaukie,152,BUS
386,OAK GROVE COMMUNITY COUNCIL,175,152,1,1521,Milwaukie,To Milwaukie,152,BUS
15,NORTH CLACKAMAS,174,152,0,1520,Milwaukie,To Clackamas Town Center,152,BUS
348,SOUTHGATE,174,152,0,1520,Milwaukie,To Clackamas Town Center,152,BUS
351,LAKE ROAD,174,152,0,1520,Milwaukie,To Clackamas Town Center,152,BUS
353,LINWOOD,174,152,0,1520,Milwaukie,To Clackamas Town Center,152,BUS
355,MILWAUKIE BUSINESS INDUSTRIAL,174,152,0,1520,Milwaukie,To Clackamas Town Center,152,BUS
356,HISTORIC MILWAUKIE,174,152,0,1520,Milwaukie,To Clackamas Town Center,152,BUS
386,OAK GROVE COMMUNITY COUNCIL,174,152,0,1520,Milwaukie,To Clackamas Town Center,152,BUS
17,SUNSET,177,154,1,1541,Willamette/Clackamas Heights,To Clackamas Heights,154,BUS
53,McLOUGHLIN,177,154,1,1541,Willamette/Clackamas Heights,To Clackamas Heights,154,BUS
74,PARK PLACE,177,154,1,1541,Willamette/Clackamas Heights,To Clackamas Heights,154,BUS
76,TWO RIVERS,177,154,1,1541,Willamette/Clackamas Heights,To Clackamas Heights,154,BUS
212,BOLTON,177,154,1,1541,Willamette/Clackamas Heights,To Clackamas Heights,154,BUS
224,WILLAMETTE,177,154,1,1541,Willamette/Clackamas Heights,To Clackamas Heights,154,BUS
17,SUNSET,176,154,0,1540,Willamette/Clackamas Heights,To Willamette,154,BUS
53,McLOUGHLIN,176,154,0,1540,Willamette/Clackamas Heights,To Willamette,154,BUS
74,PARK PLACE,176,154,0,1540,Willamette/Clackamas Heights,To Willamette,154,BUS
76,TWO RIVERS,176,154,0,1540,Willamette/Clackamas Heights,To Willamette,154,BUS
212,BOLTON,176,154,0,1540,Willamette/Clackamas Heights,To Willamette,154,BUS
224,WILLAMETTE,176,154,0,1540,Willamette/Clackamas Heights,To Willamette,154,BUS
18,VERNON,126,072,0,0720,Killingsworth/82nd Ave,To Swan Island,72,BUS
19,KING,126,072,0,0720,Killingsworth/82nd Ave,To Swan Island,72,BUS
49,LENTS,126,072,0,0720,Killingsworth/82nd Ave,To Swan Island,72,BUS
93,BRENTWOOD-DARLINGTON,126,072,0,0720,Killingsworth/82nd Ave,To Swan Island,72,BUS
101,SUMNER ASSOCIATION OF NEIGHBORS,126,072,0,0720,Killingsworth/82nd Ave,To Swan Island,72,BUS
120,MADISON SOUTH,126,072,0,0720,Killingsworth/82nd Ave,To Swan Island,72,BUS
225,MONTAVILLA,126,072,0,0720,Killingsworth/82nd Ave,To Swan Island,72,BUS
228,ROSEWAY/MADISON SOUTH,126,072,0,0720,Killingsworth/82nd Ave,To Swan Island,72,BUS
233,MT. SCOTT-ARLETA,126,072,0,0720,Killingsworth/82nd Ave,To Swan Island,72,BUS
242,CULLY ASSOCIATION OF NEIGHBORS,126,072,0,0720,Killingsworth/82nd Ave,To Swan Island,72,BUS
244,OVERLOOK,126,072,0,0720,Killingsworth/82nd Ave,To Swan Island,72,BUS
245,CONCORDIA,126,072,0,0720,Killingsworth/82nd Ave,To Swan Island,72,BUS
248,HUMBOLDT,126,072,0,0720,Killingsworth/82nd Ave,To Swan Island,72,BUS
264,ROSEWAY,126,072,0,0720,Killingsworth/82nd Ave,To Swan Island,72,BUS
279,FOSTER-POWELL,126,072,0,0720,Killingsworth/82nd Ave,To Swan Island,72,BUS
303,SOUTH TABOR,126,072,0,0720,Killingsworth/82nd Ave,To Swan Island,72,BUS
348,SOUTHGATE,126,072,0,0720,Killingsworth/82nd Ave,To Swan Island,72,BUS
18,VERNON,129,072,1,0721,Killingsworth/82nd Ave,To Clackamas Town Center,72,BUS
19,KING,129,072,1,0721,Killingsworth/82nd Ave,To Clackamas Town Center,72,BUS
49,LENTS,129,072,1,0721,Killingsworth/82nd Ave,To Clackamas Town Center,72,BUS
93,BRENTWOOD-DARLINGTON,129,072,1,0721,Killingsworth/82nd Ave,To Clackamas Town Center,72,BUS
101,SUMNER ASSOCIATION OF NEIGHBORS,129,072,1,0721,Killingsworth/82nd Ave,To Clackamas Town Center,72,BUS
120,MADISON SOUTH,129,072,1,0721,Killingsworth/82nd Ave,To Clackamas Town Center,72,BUS
225,MONTAVILLA,129,072,1,0721,Killingsworth/82nd Ave,To Clackamas Town Center,72,BUS
228,ROSEWAY/MADISON SOUTH,129,072,1,0721,Killingsworth/82nd Ave,To Clackamas Town Center,72,BUS
233,MT. SCOTT-ARLETA,129,072,1,0721,Killingsworth/82nd Ave,To Clackamas Town Center,72,BUS
242,CULLY ASSOCIATION OF NEIGHBORS,129,072,1,0721,Killingsworth/82nd Ave,To Clackamas Town Center,72,BUS
244,OVERLOOK,129,072,1,0721,Killingsworth/82nd Ave,To Clackamas Town Center,72,BUS
245,CONCORDIA,129,072,1,0721,Killingsworth/82nd Ave,To Clackamas Town Center,72,BUS
248,HUMBOLDT,129,072,1,0721,Killingsworth/82nd Ave,To Clackamas Town Center,72,BUS
264,ROSEWAY,129,072,1,0721,Killingsworth/82nd Ave,To Clackamas Town Center,72,BUS
279,FOSTER-POWELL,129,072,1,0721,Killingsworth/82nd Ave,To Clackamas Town Center,72,BUS
303,SOUTH TABOR,129,072,1,0721,Killingsworth/82nd Ave,To Clackamas Town Center,72,BUS
348,SOUTHGATE,129,072,1,0721,Killingsworth/82nd Ave,To Clackamas Town Center,72,BUS
19,KING,41,024,0,0240,Fremont/NW 18th,To Providence Park MAX Station,24,BUS
120,MADISON SOUTH,41,024,0,0240,Fremont/NW 18th,To Providence Park MAX Station,24,BUS
197,BOISE/ELIOT,41,024,0,0240,Fremont/NW 18th,To Providence Park MAX Station,24,BUS
205,ELIOT,41,024,0,0240,Fremont/NW 18th,To Providence Park MAX Station,24,BUS
206,IRVINGTON COMMUNITY ASSOCIATION,41,024,0,0240,Fremont/NW 18th,To Providence Park MAX Station,24,BUS
207,SABIN COMMUNITY ASSN./IRVINGTON COMMUNITY ASSN.,41,024,0,0240,Fremont/NW 18th,To Providence Park MAX Station,24,BUS
208,ALAMEDA/IRVINGTON COMMUNITY ASSN.,41,024,0,0240,Fremont/NW 18th,To Providence Park MAX Station,24,BUS
209,ROSE CITY PARK,41,024,0,0240,Fremont/NW 18th,To Providence Park MAX Station,24,BUS
210,PARKROSE HEIGHTS,41,024,0,0240,Fremont/NW 18th,To Providence Park MAX Station,24,BUS
218,PEARL DISTRICT,41,024,0,0240,Fremont/NW 18th,To Providence Park MAX Station,24,BUS
221,WOODLAND PARK,41,024,0,0240,Fremont/NW 18th,To Providence Park MAX Station,24,BUS
242,CULLY ASSOCIATION OF NEIGHBORS,41,024,0,0240,Fremont/NW 18th,To Providence Park MAX Station,24,BUS
244,OVERLOOK,41,024,0,0240,Fremont/NW 18th,To Providence Park MAX Station,24,BUS
260,BEAUMONT-WILSHIRE,41,024,0,0240,Fremont/NW 18th,To Providence Park MAX Station,24,BUS
261,SABIN COMMUNITY ASSOCIATION,41,024,0,0240,Fremont/NW 18th,To Providence Park MAX Station,24,BUS
262,ALAMEDA,41,024,0,0240,Fremont/NW 18th,To Providence Park MAX Station,24,BUS
263,BOISE,41,024,0,0240,Fremont/NW 18th,To Providence Park MAX Station,24,BUS
264,ROSEWAY,41,024,0,0240,Fremont/NW 18th,To Providence Park MAX Station,24,BUS
275,HAZELWOOD,41,024,0,0240,Fremont/NW 18th,To Providence Park MAX Station,24,BUS
288,NORTHWEST DISTRICT,41,024,0,0240,Fremont/NW 18th,To Providence Park MAX Station,24,BUS
297,GOOSE HOLLOW,41,024,0,0240,Fremont/NW 18th,To Providence Park MAX Station,24,BUS
19,KING,42,024,1,0241,Fremont/NW 18th,To Gateway Transit Center,24,BUS
120,MADISON SOUTH,42,024,1,0241,Fremont/NW 18th,To Gateway Transit Center,24,BUS
197,BOISE/ELIOT,42,024,1,0241,Fremont/NW 18th,To Gateway Transit Center,24,BUS
205,ELIOT,42,024,1,0241,Fremont/NW 18th,To Gateway Transit Center,24,BUS
206,IRVINGTON COMMUNITY ASSOCIATION,42,024,1,0241,Fremont/NW 18th,To Gateway Transit Center,24,BUS
207,SABIN COMMUNITY ASSN./IRVINGTON COMMUNITY ASSN.,42,024,1,0241,Fremont/NW 18th,To Gateway Transit Center,24,BUS
208,ALAMEDA/IRVINGTON COMMUNITY ASSN.,42,024,1,0241,Fremont/NW 18th,To Gateway Transit Center,24,BUS
209,ROSE CITY PARK,42,024,1,0241,Fremont/NW 18th,To Gateway Transit Center,24,BUS
218,PEARL DISTRICT,42,024,1,0241,Fremont/NW 18th,To Gateway Transit Center,24,BUS
221,WOODLAND PARK,42,024,1,0241,Fremont/NW 18th,To Gateway Transit Center,24,BUS
242,CULLY ASSOCIATION OF NEIGHBORS,42,024,1,0241,Fremont/NW 18th,To Gateway Transit Center,24,BUS
244,OVERLOOK,42,024,1,0241,Fremont/NW 18th,To Gateway Transit Center,24,BUS
260,BEAUMONT-WILSHIRE,42,024,1,0241,Fremont/NW 18th,To Gateway Transit Center,24,BUS
261,SABIN COMMUNITY ASSOCIATION,42,024,1,0241,Fremont/NW 18th,To Gateway Transit Center,24,BUS
262,ALAMEDA,42,024,1,0241,Fremont/NW 18th,To Gateway Transit Center,24,BUS
264,ROSEWAY,42,024,1,0241,Fremont/NW 18th,To Gateway Transit Center,24,BUS
275,HAZELWOOD,42,024,1,0241,Fremont/NW 18th,To Gateway Transit Center,24,BUS
288,NORTHWEST DISTRICT,42,024,1,0241,Fremont/NW 18th,To Gateway Transit Center,24,BUS
297,GOOSE HOLLOW,42,024,1,0241,Fremont/NW 18th,To Gateway Transit Center,24,BUS
19,KING,7,006,0,0060,Martin Luther King Jr Blvd,To Jantzen Beach,6,BUS
203,PIEDMONT,7,006,0,0060,Martin Luther King Jr Blvd,To Jantzen Beach,6,BUS
204,WOODLAWN,7,006,0,0060,Martin Luther King Jr Blvd,To Jantzen Beach,6,BUS
205,ELIOT,7,006,0,0060,Martin Luther King Jr Blvd,To Jantzen Beach,6,BUS
222,LLOYD DISTRICT COMMUNITY ASSOCIATION,7,006,0,0060,Martin Luther King Jr Blvd,To Jantzen Beach,6,BUS
230,KERNS,7,006,0,0060,Martin Luther King Jr Blvd,To Jantzen Beach,6,BUS
235,PORTLAND DOWNTOWN,7,006,0,0060,Martin Luther King Jr Blvd,To Jantzen Beach,6,BUS
281,HOSFORD-ABERNETHY NEIGHBORHOOD DISTRICT ASSOCIATION,7,006,0,0060,Martin Luther King Jr Blvd,To Jantzen Beach,6,BUS
283,BUCKMAN COMMUNITY ASSOCIATION,7,006,0,0060,Martin Luther King Jr Blvd,To Jantzen Beach,6,BUS
297,GOOSE HOLLOW,7,006,0,0060,Martin Luther King Jr Blvd,To Jantzen Beach,6,BUS
400,HAYDEN ISLAND NEIGHBORHOOD NETWORK,7,006,0,0060,Martin Luther King Jr Blvd,To Jantzen Beach,6,BUS
402,BRIDGETON,7,006,0,0060,Martin Luther King Jr Blvd,To Jantzen Beach,6,BUS
403,EAST COLUMBIA,7,006,0,0060,Martin Luther King Jr Blvd,To Jantzen Beach,6,BUS
404,SUNDERLAND ASSOCIATION OF NEIGHBORS,7,006,0,0060,Martin Luther King Jr Blvd,To Jantzen Beach,6,BUS
19,KING,8,006,1,0061,Martin Luther King Jr Blvd,To Portland City Center,6,BUS
203,PIEDMONT,8,006,1,0061,Martin Luther King Jr Blvd,To Portland City Center,6,BUS
205,ELIOT,8,006,1,0061,Martin Luther King Jr Blvd,To Portland City Center,6,BUS
222,LLOYD DISTRICT COMMUNITY ASSOCIATION,8,006,1,0061,Martin Luther King Jr Blvd,To Portland City Center,6,BUS
230,KERNS,8,006,1,0061,Martin Luther King Jr Blvd,To Portland City Center,6,BUS
235,PORTLAND DOWNTOWN,8,006,1,0061,Martin Luther King Jr Blvd,To Portland City Center,6,BUS
263,BOISE,8,006,1,0061,Martin Luther King Jr Blvd,To Portland City Center,6,BUS
283,BUCKMAN COMMUNITY ASSOCIATION,8,006,1,0061,Martin Luther King Jr Blvd,To Portland City Center,6,BUS
297,GOOSE HOLLOW,8,006,1,0061,Martin Luther King Jr Blvd,To Portland City Center,6,BUS
400,HAYDEN ISLAND NEIGHBORHOOD NETWORK,8,006,1,0061,Martin Luther King Jr Blvd,To Portland City Center,6,BUS
401,KENTON,8,006,1,0061,Martin Luther King Jr Blvd,To Portland City Center,6,BUS
403,EAST COLUMBIA,8,006,1,0061,Martin Luther King Jr Blvd,To Portland City Center,6,BUS
21,JOHN'S WOODS,62,037,0,0370,Lake Grove,To Tualatin Park & Ride,37,BUS
23,NORTH SHORE COUNTRY CLUB,62,037,0,0370,Lake Grove,To Tualatin Park & Ride,37,BUS
35,LAKE FOREST,62,037,0,0370,Lake Grove,To Tualatin Park & Ride,37,BUS
43,WALUGA,62,037,0,0370,Lake Grove,To Tualatin Park & Ride,37,BUS
51,CLACKAMAS CO UNCLAIMED #5,62,037,0,0370,Lake Grove,To Tualatin Park & Ride,37,BUS
96,UPLANDS,62,037,0,0370,Lake Grove,To Tualatin Park & Ride,37,BUS
97,LAKE GROVE,62,037,0,0370,Lake Grove,To Tualatin Park & Ride,37,BUS
99,EVERGREEN,62,037,0,0370,Lake Grove,To Tualatin Park & Ride,37,BUS
127,FIRST ADDITION-FOREST HILLS,62,037,0,0370,Lake Grove,To Tualatin Park & Ride,37,BUS
246,CPO 4M METZGER,62,037,0,0370,Lake Grove,To Tualatin Park & Ride,37,BUS
407,FOREST HIGHLANDS,62,037,0,0370,Lake Grove,To Tualatin Park & Ride,37,BUS
417,MOUNTAIN PARK,62,037,0,0370,Lake Grove,To Tualatin Park & Ride,37,BUS
21,JOHN'S WOODS,63,037,1,0371,Lake Grove,To Lake Oswego Transit Center,37,BUS
23,NORTH SHORE COUNTRY CLUB,63,037,1,0371,Lake Grove,To Lake Oswego Transit Center,37,BUS
35,LAKE FOREST,63,037,1,0371,Lake Grove,To Lake Oswego Transit Center,37,BUS
43,WALUGA,63,037,1,0371,Lake Grove,To Lake Oswego Transit Center,37,BUS
51,CLACKAMAS CO UNCLAIMED #5,63,037,1,0371,Lake Grove,To Lake Oswego Transit Center,37,BUS
96,UPLANDS,63,037,1,0371,Lake Grove,To Lake Oswego Transit Center,37,BUS
97,LAKE GROVE,63,037,1,0371,Lake Grove,To Lake Oswego Transit Center,37,BUS
99,EVERGREEN,63,037,1,0371,Lake Grove,To Lake Oswego Transit Center,37,BUS
127,FIRST ADDITION-FOREST HILLS,63,037,1,0371,Lake Grove,To Lake Oswego Transit Center,37,BUS
246,CPO 4M METZGER,63,037,1,0371,Lake Grove,To Lake Oswego Transit Center,37,BUS
407,FOREST HIGHLANDS,63,037,1,0371,Lake Grove,To Lake Oswego Transit Center,37,BUS
417,MOUNTAIN PARK,63,037,1,0371,Lake Grove,To Lake Oswego Transit Center,37,BUS
21,JOHN'S WOODS,64,038,0,0380,Boones Ferry Rd,To Tualatin Park & Ride,38,BUS
34,WESTLAKE,64,038,0,0380,Boones Ferry Rd,To Tualatin Park & Ride,38,BUS
35,LAKE FOREST,64,038,0,0380,Boones Ferry Rd,To Tualatin Park & Ride,38,BUS
43,WALUGA,64,038,0,0380,Boones Ferry Rd,To Tualatin Park & Ride,38,BUS
96,UPLANDS,64,038,0,0380,Boones Ferry Rd,To Tualatin Park & Ride,38,BUS
97,LAKE GROVE,64,038,0,0380,Boones Ferry Rd,To Tualatin Park & Ride,38,BUS
113,COLLINS VIEW,64,038,0,0380,Boones Ferry Rd,To Tualatin Park & Ride,38,BUS
126,HILLSDALE,64,038,0,0380,Boones Ferry Rd,To Tualatin Park & Ride,38,BUS
235,PORTLAND DOWNTOWN,64,038,0,0380,Boones Ferry Rd,To Tualatin Park & Ride,38,BUS
246,CPO 4M METZGER,64,038,0,0380,Boones Ferry Rd,To Tualatin Park & Ride,38,BUS
301,SOUTH PORTLAND,64,038,0,0380,Boones Ferry Rd,To Tualatin Park & Ride,38,BUS
302,HOMESTEAD,64,038,0,0380,Boones Ferry Rd,To Tualatin Park & Ride,38,BUS
313,SOUTH BURLINGAME,64,038,0,0380,Boones Ferry Rd,To Tualatin Park & Ride,38,BUS
330,MARSHALL PARK,64,038,0,0380,Boones Ferry Rd,To Tualatin Park & Ride,38,BUS
407,FOREST HIGHLANDS,64,038,0,0380,Boones Ferry Rd,To Tualatin Park & Ride,38,BUS
417,MOUNTAIN PARK,64,038,0,0380,Boones Ferry Rd,To Tualatin Park & Ride,38,BUS
418,ARNOLD CREEK,64,038,0,0380,Boones Ferry Rd,To Tualatin Park & Ride,38,BUS
21,JOHN'S WOODS,65,038,1,0381,Boones Ferry Rd,To Portland City Center,38,BUS
35,LAKE FOREST,65,038,1,0381,Boones Ferry Rd,To Portland City Center,38,BUS
43,WALUGA,65,038,1,0381,Boones Ferry Rd,To Portland City Center,38,BUS
96,UPLANDS,65,038,1,0381,Boones Ferry Rd,To Portland City Center,38,BUS
97,LAKE GROVE,65,038,1,0381,Boones Ferry Rd,To Portland City Center,38,BUS
113,COLLINS VIEW,65,038,1,0381,Boones Ferry Rd,To Portland City Center,38,BUS
126,HILLSDALE,65,038,1,0381,Boones Ferry Rd,To Portland City Center,38,BUS
235,PORTLAND DOWNTOWN,65,038,1,0381,Boones Ferry Rd,To Portland City Center,38,BUS
246,CPO 4M METZGER,65,038,1,0381,Boones Ferry Rd,To Portland City Center,38,BUS
301,SOUTH PORTLAND,65,038,1,0381,Boones Ferry Rd,To Portland City Center,38,BUS
302,HOMESTEAD,65,038,1,0381,Boones Ferry Rd,To Portland City Center,38,BUS
313,SOUTH BURLINGAME,65,038,1,0381,Boones Ferry Rd,To Portland City Center,38,BUS
330,MARSHALL PARK,65,038,1,0381,Boones Ferry Rd,To Portland City Center,38,BUS
407,FOREST HIGHLANDS,65,038,1,0381,Boones Ferry Rd,To Portland City Center,38,BUS
417,MOUNTAIN PARK,65,038,1,0381,Boones Ferry Rd,To Portland City Center,38,BUS
418,ARNOLD CREEK,65,038,1,0381,Boones Ferry Rd,To Portland City Center,38,BUS
22,CPO 3 GARDEN HOME-RALEIGH HILLS,96,056,0,0560,Scholls Ferry Rd,To Washington Square Transit Center,56,BUS
54,GREENWAY,96,056,0,0560,Scholls Ferry Rd,To Washington Square Transit Center,56,BUS
63,CPO 3 GARDEN HOME-RALEIGH HILLS,96,056,0,0560,Scholls Ferry Rd,To Washington Square Transit Center,56,BUS
246,CPO 4M METZGER,96,056,0,0560,Scholls Ferry Rd,To Washington Square Transit Center,56,BUS
410,DENNEY WHITFORD/RALEIGH WEST,96,056,0,0560,Scholls Ferry Rd,To Washington Square Transit Center,56,BUS
22,CPO 3 GARDEN HOME-RALEIGH HILLS,98,056,1,0561,Scholls Ferry Rd,To Portland City Center,56,BUS
54,GREENWAY,98,056,1,0561,Scholls Ferry Rd,To Portland City Center,56,BUS
63,CPO 3 GARDEN HOME-RALEIGH HILLS,98,056,1,0561,Scholls Ferry Rd,To Portland City Center,56,BUS
246,CPO 4M METZGER,98,056,1,0561,Scholls Ferry Rd,To Portland City Center,56,BUS
410,DENNEY WHITFORD/RALEIGH WEST,98,056,1,0561,Scholls Ferry Rd,To Portland City Center,56,BUS
22,CPO 3 GARDEN HOME-RALEIGH HILLS,74,045,0,0450,Garden Home,To Tigard Transit Center,45,BUS
54,GREENWAY,74,045,0,0450,Garden Home,To Tigard Transit Center,45,BUS
55,CPO 4B BULL MTN,74,045,0,0450,Garden Home,To Tigard Transit Center,45,BUS
126,HILLSDALE,74,045,0,0450,Garden Home,To Tigard Transit Center,45,BUS
198,ASHCREEK,74,045,0,0450,Garden Home,To Tigard Transit Center,45,BUS
235,PORTLAND DOWNTOWN,74,045,0,0450,Garden Home,To Tigard Transit Center,45,BUS
246,CPO 4M METZGER,74,045,0,0450,Garden Home,To Tigard Transit Center,45,BUS
274,MULTNOMAH,74,045,0,0450,Garden Home,To Tigard Transit Center,45,BUS
297,GOOSE HOLLOW,74,045,0,0450,Garden Home,To Tigard Transit Center,45,BUS
301,SOUTH PORTLAND,74,045,0,0450,Garden Home,To Tigard Transit Center,45,BUS
302,HOMESTEAD,74,045,0,0450,Garden Home,To Tigard Transit Center,45,BUS
409,HAYHURST,74,045,0,0450,Garden Home,To Tigard Transit Center,45,BUS
410,DENNEY WHITFORD/RALEIGH WEST,74,045,0,0450,Garden Home,To Tigard Transit Center,45,BUS
22,CPO 3 GARDEN HOME-RALEIGH HILLS,75,045,1,0451,Garden Home,To Portland City Center,45,BUS
54,GREENWAY,75,045,1,0451,Garden Home,To Portland City Center,45,BUS
55,CPO 4B BULL MTN,75,045,1,0451,Garden Home,To Portland City Center,45,BUS
126,HILLSDALE,75,045,1,0451,Garden Home,To Portland City Center,45,BUS
198,ASHCREEK,75,045,1,0451,Garden Home,To Portland City Center,45,BUS
235,PORTLAND DOWNTOWN,75,045,1,0451,Garden Home,To Portland City Center,45,BUS
246,CPO 4M METZGER,75,045,1,0451,Garden Home,To Portland City Center,45,BUS
274,MULTNOMAH,75,045,1,0451,Garden Home,To Portland City Center,45,BUS
297,GOOSE HOLLOW,75,045,1,0451,Garden Home,To Portland City Center,45,BUS
301,SOUTH PORTLAND,75,045,1,0451,Garden Home,To Portland City Center,45,BUS
302,HOMESTEAD,75,045,1,0451,Garden Home,To Portland City Center,45,BUS
409,HAYHURST,75,045,1,0451,Garden Home,To Portland City Center,45,BUS
410,DENNEY WHITFORD/RALEIGH WEST,75,045,1,0451,Garden Home,To Portland City Center,45,BUS
22,CPO 3 GARDEN HOME-RALEIGH HILLS,160,092,0,0920,South Beaverton Express,To Murrayhill,92,BUS
54,GREENWAY,160,092,0,0920,South Beaverton Express,To Murrayhill,92,BUS
62,NEIGHBORS SOUTHWEST,160,092,0,0920,South Beaverton Express,To Murrayhill,92,BUS
63,CPO 3 GARDEN HOME-RALEIGH HILLS,160,092,0,0920,South Beaverton Express,To Murrayhill,92,BUS
64,SOUTH BEAVERTON,160,092,0,0920,South Beaverton Express,To Murrayhill,92,BUS
126,HILLSDALE,160,092,0,0920,South Beaverton Express,To Murrayhill,92,BUS
170,SEXTON MOUNTAIN,160,092,0,0920,South Beaverton Express,To Murrayhill,92,BUS
235,PORTLAND DOWNTOWN,160,092,0,0920,South Beaverton Express,To Murrayhill,92,BUS
246,CPO 4M METZGER,160,092,0,0920,South Beaverton Express,To Murrayhill,92,BUS
277,BRIDLEMILE,160,092,0,0920,South Beaverton Express,To Murrayhill,92,BUS
301,SOUTH PORTLAND,160,092,0,0920,South Beaverton Express,To Murrayhill,92,BUS
302,HOMESTEAD,160,092,0,0920,South Beaverton Express,To Murrayhill,92,BUS
409,HAYHURST,160,092,0,0920,South Beaverton Express,To Murrayhill,92,BUS
410,DENNEY WHITFORD/RALEIGH WEST,160,092,0,0920,South Beaverton Express,To Murrayhill,92,BUS
22,CPO 3 GARDEN HOME-RALEIGH HILLS,161,092,1,0921,South Beaverton Express,To Portland City Center,92,BUS
54,GREENWAY,161,092,1,0921,South Beaverton Express,To Portland City Center,92,BUS
62,NEIGHBORS SOUTHWEST,161,092,1,0921,South Beaverton Express,To Portland City Center,92,BUS
63,CPO 3 GARDEN HOME-RALEIGH HILLS,161,092,1,0921,South Beaverton Express,To Portland City Center,92,BUS
64,SOUTH BEAVERTON,161,092,1,0921,South Beaverton Express,To Portland City Center,92,BUS
126,HILLSDALE,161,092,1,0921,South Beaverton Express,To Portland City Center,92,BUS
170,SEXTON MOUNTAIN,161,092,1,0921,South Beaverton Express,To Portland City Center,92,BUS
235,PORTLAND DOWNTOWN,161,092,1,0921,South Beaverton Express,To Portland City Center,92,BUS
246,CPO 4M METZGER,161,092,1,0921,South Beaverton Express,To Portland City Center,92,BUS
277,BRIDLEMILE,161,092,1,0921,South Beaverton Express,To Portland City Center,92,BUS
301,SOUTH PORTLAND,161,092,1,0921,South Beaverton Express,To Portland City Center,92,BUS
302,HOMESTEAD,161,092,1,0921,South Beaverton Express,To Portland City Center,92,BUS
409,HAYHURST,161,092,1,0921,South Beaverton Express,To Portland City Center,92,BUS
410,DENNEY WHITFORD/RALEIGH WEST,161,092,1,0921,South Beaverton Express,To Portland City Center,92,BUS
22,CPO 3 GARDEN HOME-RALEIGH HILLS,70,043,0,0430,Taylors Ferry Rd,To  Washington Square Transit Center,43,BUS
113,COLLINS VIEW,70,043,0,0430,Taylors Ferry Rd,To  Washington Square Transit Center,43,BUS
169,RIVERVIEW CEMETERY AREA,70,043,0,0430,Taylors Ferry Rd,To  Washington Square Transit Center,43,BUS
198,ASHCREEK,70,043,0,0430,Taylors Ferry Rd,To  Washington Square Transit Center,43,BUS
213,WEST PORTLAND PARK,70,043,0,0430,Taylors Ferry Rd,To  Washington Square Transit Center,43,BUS
235,PORTLAND DOWNTOWN,70,043,0,0430,Taylors Ferry Rd,To  Washington Square Transit Center,43,BUS
246,CPO 4M METZGER,70,043,0,0430,Taylors Ferry Rd,To  Washington Square Transit Center,43,BUS
274,MULTNOMAH,70,043,0,0430,Taylors Ferry Rd,To  Washington Square Transit Center,43,BUS
301,SOUTH PORTLAND,70,043,0,0430,Taylors Ferry Rd,To  Washington Square Transit Center,43,BUS
313,SOUTH BURLINGAME,70,043,0,0430,Taylors Ferry Rd,To  Washington Square Transit Center,43,BUS
314,MARKHAM,70,043,0,0430,Taylors Ferry Rd,To  Washington Square Transit Center,43,BUS
330,MARSHALL PARK,70,043,0,0430,Taylors Ferry Rd,To  Washington Square Transit Center,43,BUS
331,CRESTWOOD,70,043,0,0430,Taylors Ferry Rd,To  Washington Square Transit Center,43,BUS
389,ASHCREEK/CRESTWOOD,70,043,0,0430,Taylors Ferry Rd,To  Washington Square Transit Center,43,BUS
410,DENNEY WHITFORD/RALEIGH WEST,70,043,0,0430,Taylors Ferry Rd,To  Washington Square Transit Center,43,BUS
22,CPO 3 GARDEN HOME-RALEIGH HILLS,71,043,1,0431,Taylors Ferry Rd,To Portland,43,BUS
113,COLLINS VIEW,71,043,1,0431,Taylors Ferry Rd,To Portland,43,BUS
169,RIVERVIEW CEMETERY AREA,71,043,1,0431,Taylors Ferry Rd,To Portland,43,BUS
198,ASHCREEK,71,043,1,0431,Taylors Ferry Rd,To Portland,43,BUS
213,WEST PORTLAND PARK,71,043,1,0431,Taylors Ferry Rd,To Portland,43,BUS
235,PORTLAND DOWNTOWN,71,043,1,0431,Taylors Ferry Rd,To Portland,43,BUS
246,CPO 4M METZGER,71,043,1,0431,Taylors Ferry Rd,To Portland,43,BUS
274,MULTNOMAH,71,043,1,0431,Taylors Ferry Rd,To Portland,43,BUS
301,SOUTH PORTLAND,71,043,1,0431,Taylors Ferry Rd,To Portland,43,BUS
313,SOUTH BURLINGAME,71,043,1,0431,Taylors Ferry Rd,To Portland,43,BUS
314,MARKHAM,71,043,1,0431,Taylors Ferry Rd,To Portland,43,BUS
330,MARSHALL PARK,71,043,1,0431,Taylors Ferry Rd,To Portland,43,BUS
331,CRESTWOOD,71,043,1,0431,Taylors Ferry Rd,To Portland,43,BUS
389,ASHCREEK/CRESTWOOD,71,043,1,0431,Taylors Ferry Rd,To Portland,43,BUS
410,DENNEY WHITFORD/RALEIGH WEST,71,043,1,0431,Taylors Ferry Rd,To Portland,43,BUS
24,FAR SOUTHWEST,165,094,1,0941,Pacific Hwy/Sherwood,To Tigard and Portland,94,BUS
